,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
2912,699,Germany,Male,32,1,123906.22,3,1,1,127443.82,1,1,1,SILVER,896
1337,710,Germany,Female,30,10,133537.1,2,1,0,155593.74,0,0,1,PLATINUM,464
9097,728,France,Male,43,7,0.0,2,1,0,40023.7,0,0,4,DIAMOND,937
7634,501,Germany,Male,38,9,88977.39,2,0,1,133403.07,0,0,5,GOLD,522
4270,623,France,Female,57,7,71481.79,2,1,1,84421.34,0,0,3,DIAMOND,847
8579,650,France,Male,34,4,106005.54,1,0,1,142995.32,0,0,4,PLATINUM,387
9093,527,France,Male,31,4,0.0,1,1,0,169361.89,0,0,4,GOLD,371
5875,512,France,Female,33,6,121685.31,2,1,1,83681.97,0,0,4,GOLD,973
192,479,France,Male,40,1,0.0,2,0,0,114996.43,0,0,3,SILVER,909
7837,850,Spain,Male,48,2,0.0,1,1,0,169425.3,1,1,1,GOLD,761
4783,710,France,Female,37,5,0.0,2,1,0,115403.31,0,0,1,SILVER,875
6520,686,France,Female,41,10,0.0,1,1,0,133086.45,0,0,1,DIAMOND,466
1206,584,Spain,Male,32,5,0.0,2,1,0,10956.82,0,0,1,PLATINUM,735
331,667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0,0,3,DIAMOND,230
1328,593,Germany,Female,62,3,118233.81,1,0,1,24765.53,1,1,3,DIAMOND,376
6507,742,France,Male,32,6,160485.16,1,1,0,29023.03,0,0,5,GOLD,295
8235,564,Spain,Male,37,9,100252.18,1,1,1,146033.52,0,0,3,PLATINUM,500
6932,647,France,Female,42,9,0.0,2,1,1,51362.82,0,0,1,DIAMOND,358
8670,705,France,Female,55,8,0.0,2,1,1,14392.68,0,0,3,GOLD,761
7039,523,Germany,Male,60,1,163894.35,1,0,1,57061.71,0,0,1,DIAMOND,309
6798,800,France,Male,60,6,88541.57,2,1,1,131718.12,0,0,1,SILVER,577
1953,623,France,Male,21,10,0.0,2,0,1,135851.3,0,0,2,PLATINUM,285
2575,551,Germany,Male,54,5,102994.04,1,1,0,176680.16,1,1,2,DIAMOND,289
8916,499,France,Female,46,6,0.0,2,1,0,73457.55,0,0,5,PLATINUM,809
1085,803,France,Male,42,5,0.0,1,1,0,196466.83,1,1,1,GOLD,534
6497,669,France,Male,50,9,201009.64,1,1,0,158032.5,1,1,2,PLATINUM,346
4934,670,France,Female,54,2,95507.12,1,1,1,63213.31,0,0,2,SILVER,638
2855,710,Spain,Female,75,5,0.0,2,1,1,9376.89,0,0,1,GOLD,857
6797,693,Germany,Male,46,2,104763.41,1,1,1,62368.33,0,0,5,GOLD,872
7201,689,Germany,Female,30,5,136650.89,1,1,1,41865.72,1,1,1,PLATINUM,432
4080,808,Germany,Female,37,2,100431.84,1,1,0,35140.49,1,1,2,DIAMOND,424
705,750,Germany,Male,40,5,168286.81,3,1,0,20451.99,1,1,4,GOLD,523
4536,642,France,Female,55,7,0.0,2,1,1,101515.76,0,0,1,PLATINUM,918
9276,435,France,Male,54,3,0.0,1,1,0,156910.46,1,1,4,SILVER,832
8265,618,Germany,Female,40,0,140306.38,1,1,0,160618.61,1,1,4,PLATINUM,878
4760,850,France,Male,40,1,76914.21,1,1,0,174183.44,0,0,2,DIAMOND,810
229,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0,0,4,GOLD,873
3564,847,France,Male,51,5,97565.74,1,0,0,144184.06,1,1,3,PLATINUM,530
7664,602,France,Male,35,8,0.0,1,1,1,22499.29,0,0,2,DIAMOND,615
6913,564,France,Female,36,7,206329.65,1,1,1,46632.87,1,1,2,PLATINUM,929
8932,713,Spain,Female,26,4,122857.46,2,1,0,144682.17,1,1,1,PLATINUM,709
7839,566,France,Female,21,3,0.0,2,1,1,3626.47,0,0,4,DIAMOND,541
2280,732,France,Male,36,7,0.0,2,1,1,60830.24,0,0,1,GOLD,875
8843,620,Spain,Male,42,4,106920.91,1,0,1,119747.08,0,0,5,GOLD,396
804,850,France,Male,39,4,127771.35,2,0,1,151738.54,0,0,4,PLATINUM,404
4739,607,France,Female,32,6,0.0,2,0,0,196062.01,0,0,2,SILVER,952
8416,528,Germany,Male,32,2,99092.45,1,0,1,111149.98,0,0,5,PLATINUM,859
2788,540,Germany,Male,39,1,82531.11,1,1,0,114092.52,0,0,3,GOLD,361
6835,810,France,Male,33,6,0.0,2,1,1,77965.67,0,0,4,DIAMOND,520
5641,675,Germany,Male,42,2,92616.64,2,1,0,8567.18,0,0,1,DIAMOND,960
5937,740,Spain,Female,31,8,0.0,2,0,0,86657.48,0,0,1,GOLD,814
7492,682,France,Male,28,10,200724.96,1,0,1,82872.64,1,1,2,SILVER,503
6685,636,France,Male,34,8,0.0,2,1,0,38570.13,0,0,1,SILVER,474
3394,466,France,Male,29,6,0.0,2,1,1,2797.27,0,0,2,GOLD,824
9010,645,Germany,Female,59,8,121669.93,2,0,0,91.75,1,1,5,SILVER,291
4488,716,France,Female,44,6,155114.9,1,0,0,133871.83,0,0,5,SILVER,682
4710,585,Germany,Female,40,3,162261.01,2,1,0,137028.51,0,0,3,PLATINUM,846
3635,740,France,Female,37,5,0.0,2,1,1,27528.4,0,0,5,PLATINUM,798
2049,720,France,Female,45,1,102882.4,2,1,1,35633.15,1,1,3,DIAMOND,219
9460,744,Spain,Male,35,7,0.0,2,1,1,43036.6,0,0,5,SILVER,784
9710,543,Germany,Female,37,3,122304.65,2,0,0,33998.7,0,0,3,DIAMOND,684
1422,696,Spain,Male,41,9,127523.75,1,0,1,191417.42,0,0,1,DIAMOND,824
9039,545,Spain,Female,44,1,0.0,2,1,1,82614.89,0,0,3,DIAMOND,874
5425,644,Germany,Female,44,8,106022.73,2,0,0,148727.42,0,0,1,DIAMOND,934
3904,698,Germany,Male,55,8,155059.1,2,1,1,144584.29,0,0,2,GOLD,976
9181,672,France,Male,47,1,0.0,1,0,0,91574.92,0,0,3,SILVER,710
6481,606,Germany,Male,39,8,136000.45,2,1,0,31708.53,0,0,4,SILVER,819
2467,617,France,Female,27,4,0.0,2,0,0,190269.21,0,0,3,PLATINUM,342
2177,667,France,Female,24,4,0.0,2,0,1,34335.55,0,0,5,DIAMOND,560
9946,669,France,Female,33,9,0.0,2,0,1,107221.03,0,0,2,PLATINUM,689
8555,522,Germany,Male,25,1,111432.13,1,1,1,168683.57,0,0,4,GOLD,963
445,748,France,Female,26,1,77780.29,1,0,1,183049.41,0,0,3,GOLD,340
2886,449,France,Female,37,6,0.0,2,1,0,82176.48,0,0,5,DIAMOND,599
8563,578,France,Male,45,1,148600.91,1,1,0,143397.14,1,1,4,SILVER,478
5660,706,Spain,Male,68,4,114386.85,1,1,1,28601.68,0,0,5,DIAMOND,269
8361,690,France,Female,35,9,107944.33,2,0,0,48478.47,0,0,5,GOLD,469
6813,481,Germany,Male,44,3,163714.52,1,1,0,96123.72,0,0,5,PLATINUM,530
6421,616,France,Male,23,8,73112.95,1,1,1,62733.05,0,0,1,GOLD,606
3624,640,France,Female,33,1,167298.42,1,0,1,145381.65,0,0,1,SILVER,892
1150,700,France,Female,27,6,137963.07,1,0,0,8996.79,0,0,1,GOLD,781
4578,691,France,Male,38,1,0.0,2,0,0,44653.5,0,0,1,GOLD,885
1583,709,France,Female,43,8,0.0,2,0,0,168035.62,1,1,4,GOLD,863
6837,664,France,Male,40,9,0.0,2,1,0,194767.3,0,0,5,SILVER,354
692,745,Germany,Male,36,8,145071.24,1,0,0,6078.46,0,0,5,PLATINUM,766
8149,492,Germany,Female,38,8,57068.43,2,1,0,188974.81,0,0,3,PLATINUM,914
4531,609,France,Male,37,6,0.0,2,0,1,22030.72,0,0,1,GOLD,482
2814,737,Germany,Female,40,2,162485.8,2,1,0,149381.32,0,0,2,SILVER,449
2499,614,France,Female,37,8,75150.34,4,0,1,131766.67,1,1,1,GOLD,516
1990,841,Spain,Male,41,1,0.0,2,0,1,193093.77,0,0,5,SILVER,842
6589,498,Germany,Male,45,7,109200.74,2,0,1,165990.44,0,0,5,PLATINUM,662
169,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,0,5,SILVER,643
8258,590,France,Male,41,1,89086.31,1,1,0,24499.97,0,0,3,GOLD,513
1814,579,Germany,Male,31,2,90547.48,2,1,1,18800.13,0,0,1,GOLD,304
9339,665,Spain,Male,29,1,182781.74,2,1,1,63732.9,0,0,4,GOLD,943
6753,661,Spain,Male,38,7,143006.7,1,1,1,15650.89,0,0,2,SILVER,689
7254,785,France,Male,36,2,0.0,1,0,1,61811.1,0,0,2,PLATINUM,607
4132,540,Spain,Female,28,6,84121.04,1,0,1,80698.54,0,0,3,SILVER,939
1848,518,Germany,Female,35,8,141665.63,1,0,1,192776.64,0,0,3,GOLD,701
1784,658,France,Male,36,8,174060.46,1,1,1,94925.62,0,0,1,GOLD,603
5429,682,France,Female,48,7,0.0,2,1,0,65069.03,0,0,5,GOLD,936
810,618,France,Female,35,10,0.0,2,1,0,180439.75,0,0,1,DIAMOND,341
987,569,Spain,Male,34,0,151839.26,1,1,0,102299.81,1,1,1,SILVER,268
3918,850,France,Male,29,1,0.0,2,0,0,152996.89,0,0,3,GOLD,601
7713,793,France,Male,56,8,119496.25,2,1,0,29880.99,0,0,2,SILVER,458
1840,464,Spain,Female,34,5,76001.57,1,1,1,158668.87,0,0,1,DIAMOND,527
1116,519,France,Male,42,8,0.0,2,1,1,101485.72,0,0,4,SILVER,427
7006,544,France,Female,33,6,0.0,2,1,1,124113.04,0,0,4,SILVER,617
4293,733,Spain,Male,44,3,106070.89,1,0,1,101617.43,0,0,4,PLATINUM,705
8122,564,France,Female,53,2,45472.28,1,1,1,41055.71,1,1,5,PLATINUM,286
371,640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0,0,2,PLATINUM,703
8516,500,France,Female,34,4,0.0,2,1,0,12833.96,0,0,2,DIAMOND,747
8445,683,France,Female,26,7,0.0,2,1,0,86619.77,0,0,4,DIAMOND,687
5963,850,Germany,Female,40,7,104449.8,1,1,1,747.88,0,0,4,PLATINUM,931
5120,663,France,Male,26,5,141462.13,1,1,0,440.2,0,0,5,SILVER,940
4999,584,Spain,Female,38,3,0.0,2,1,1,4525.4,0,0,2,GOLD,941
5274,622,France,Male,43,8,0.0,2,1,0,100618.17,0,0,2,GOLD,650
1312,542,France,Male,38,8,65942.26,1,1,1,68093.23,1,1,4,PLATINUM,258
7447,636,Germany,Male,30,8,141787.31,2,1,1,109685.61,0,0,3,SILVER,405
8490,746,France,Male,48,5,165282.42,1,1,0,153786.46,1,1,4,SILVER,512
9885,670,France,Male,33,8,126679.69,1,1,1,39451.09,0,0,4,SILVER,386
3783,647,Spain,Female,26,8,109958.15,1,1,1,136592.24,1,1,2,GOLD,271
2659,729,France,Female,62,4,140549.4,1,1,0,30990.16,1,1,3,GOLD,726
9153,507,Germany,Male,36,9,118214.32,3,1,0,119110.03,1,1,3,GOLD,447
7866,666,France,Female,38,6,127043.09,1,1,1,8247.0,0,0,3,DIAMOND,965
9116,562,France,Male,62,3,0.0,2,1,0,105986.01,0,0,2,GOLD,845
2883,559,France,Female,38,8,95139.41,1,1,1,86575.46,0,0,4,PLATINUM,286
6080,659,Spain,Female,42,2,0.0,1,0,0,162734.31,1,1,1,SILVER,674
5938,850,Spain,Male,38,7,115378.94,1,0,1,162087.82,0,0,3,DIAMOND,348
2763,706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0,0,5,DIAMOND,870
6918,597,Spain,Male,24,0,108058.07,2,1,1,187826.11,0,0,3,PLATINUM,676
7957,850,Germany,Female,34,3,129668.43,2,1,1,88743.99,0,0,5,SILVER,468
3594,652,Germany,Female,37,9,145219.3,1,1,0,159132.83,0,0,4,PLATINUM,910
4030,603,Spain,Female,42,6,0.0,1,1,1,90437.87,0,0,4,DIAMOND,842
9634,655,France,Male,27,10,0.0,2,1,0,51620.94,0,0,4,SILVER,925
400,605,France,Male,52,1,63349.75,1,1,0,108887.44,0,0,2,DIAMOND,437
6245,591,Spain,Male,39,8,0.0,2,0,0,42392.24,0,0,1,GOLD,302
696,445,Spain,Male,62,1,64119.38,1,1,1,76569.64,1,1,5,PLATINUM,561
2297,709,France,Female,40,9,131569.63,1,1,1,103970.58,0,0,1,DIAMOND,295
5820,721,Germany,Male,37,4,98459.6,1,0,0,90821.66,0,0,3,GOLD,559
6188,835,Germany,Female,47,5,108289.28,2,1,1,45859.55,1,1,5,GOLD,787
6820,528,France,Male,29,3,102787.42,1,1,0,55972.56,0,0,4,GOLD,751
2220,714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0,0,1,DIAMOND,455
9091,745,France,Female,40,6,131184.67,1,1,1,49815.62,0,0,1,DIAMOND,966
794,654,France,Male,29,1,0.0,1,1,0,180345.44,0,0,3,SILVER,711
7525,580,Germany,Male,35,9,121355.19,1,0,1,35671.45,0,0,2,SILVER,235
4644,712,Spain,Male,74,5,0.0,2,0,0,151425.82,0,0,2,GOLD,942
5403,590,Spain,Male,22,7,125265.61,1,1,1,161253.08,0,0,5,PLATINUM,851
4512,666,France,Male,51,2,148222.65,1,0,0,156953.54,1,1,2,DIAMOND,595
8821,662,Spain,Female,42,6,105021.28,1,1,0,48242.38,0,0,4,PLATINUM,313
3575,640,France,Female,66,9,116037.76,1,0,1,184636.05,0,0,1,DIAMOND,909
3526,799,France,Female,30,9,0.0,2,1,0,136827.96,0,0,5,DIAMOND,888
6771,747,Germany,Male,29,7,117726.33,1,1,1,175398.34,0,0,5,GOLD,942
8619,750,Spain,Female,36,6,0.0,2,1,1,59816.41,0,0,3,PLATINUM,371
1661,690,Germany,Male,32,0,106683.52,2,1,1,137916.49,0,0,1,PLATINUM,615
4629,850,Germany,Male,49,8,98649.55,1,1,0,119174.88,1,1,5,PLATINUM,568
8767,552,France,Male,29,10,0.0,2,1,0,12186.83,0,0,3,DIAMOND,333
9218,676,Germany,Female,48,2,124442.38,1,1,0,15068.53,1,1,4,GOLD,879
174,512,France,Male,40,5,0.0,2,1,1,146457.83,0,0,3,DIAMOND,435
466,850,Spain,Female,32,9,0.0,2,1,1,18924.92,0,0,4,DIAMOND,765
587,725,France,Male,44,5,0.0,1,1,1,117356.14,0,0,4,SILVER,865
2259,686,France,Female,41,4,129553.76,2,1,0,187599.8,0,0,4,DIAMOND,223
4658,700,Spain,Male,28,8,159900.38,1,0,0,22698.56,0,0,1,GOLD,227
1678,570,France,Female,18,4,82767.42,1,1,0,71811.9,0,0,5,SILVER,507
634,850,France,Male,31,6,67996.23,2,0,0,50129.87,1,1,3,DIAMOND,895
9019,421,France,Male,34,2,0.0,2,1,1,96615.23,0,0,1,GOLD,393
9767,554,France,Male,33,3,117413.95,1,1,1,12766.74,0,0,5,PLATINUM,574
1905,535,Germany,Male,20,9,134874.4,1,1,1,118825.56,0,0,2,GOLD,640
5416,630,France,Male,50,8,0.0,2,0,1,79377.45,0,0,4,PLATINUM,237
8150,760,Germany,Male,29,5,103607.24,2,0,1,86334.64,0,0,2,GOLD,588
583,547,Germany,Female,30,9,72392.41,1,1,0,77077.14,0,0,3,PLATINUM,807
8431,628,Germany,Male,33,8,152143.89,1,1,1,32174.03,0,0,5,SILVER,694
5246,521,France,Female,32,2,136555.01,2,1,1,129353.21,0,0,1,DIAMOND,577
1729,637,France,Male,33,0,132255.99,2,0,1,74588.41,0,0,1,GOLD,284
7505,659,Spain,Male,27,4,0.0,2,1,0,99341.87,0,0,4,PLATINUM,613
8515,724,Germany,Female,35,0,171982.95,2,0,1,167313.07,0,0,2,GOLD,745
2567,553,France,Male,42,1,0.0,2,0,0,23822.04,0,0,3,PLATINUM,425
4917,542,France,Male,32,7,107871.72,1,1,0,125302.64,0,0,2,DIAMOND,668
2394,543,France,Male,43,9,0.0,2,1,1,78858.07,0,0,5,SILVER,380
1140,618,France,Female,37,5,96652.86,1,1,0,98686.4,1,1,3,DIAMOND,383
5140,626,France,Female,29,4,105767.28,2,0,0,41104.82,0,0,1,PLATINUM,838
8736,636,France,Male,44,2,0.0,2,0,0,86414.41,0,0,1,SILVER,663
7774,850,Germany,Male,43,5,129305.09,2,0,1,19244.58,0,0,4,PLATINUM,615
9719,516,Germany,Female,47,9,128298.74,1,0,0,149614.17,1,1,1,SILVER,630
5501,631,France,Female,31,8,137687.72,1,1,0,190067.12,0,0,1,GOLD,498
3732,722,France,Male,46,6,0.0,1,1,1,93917.68,1,1,3,GOLD,747
1012,548,France,Female,29,4,0.0,2,0,1,48673.18,0,0,4,DIAMOND,504
2275,550,France,Female,48,6,0.0,2,1,1,191870.28,0,0,2,PLATINUM,730
9781,641,France,Female,48,3,147341.43,1,1,1,157458.61,1,1,3,DIAMOND,611
956,807,Spain,Female,43,0,0.0,2,0,1,85523.24,0,0,5,PLATINUM,660
5769,570,France,Female,29,0,0.0,1,1,0,37092.43,0,0,1,SILVER,392
194,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,0,1,DIAMOND,520
510,524,Germany,Female,31,10,67238.98,2,1,1,161811.23,0,0,5,GOLD,685
6720,609,France,Male,26,7,0.0,2,1,0,98463.99,0,0,3,SILVER,817
5738,653,France,Male,38,8,119315.75,1,1,0,150468.35,0,0,3,SILVER,978
2609,682,France,Female,46,2,0.0,1,1,1,114442.66,0,0,3,DIAMOND,257
1179,807,Germany,Female,31,1,93460.47,2,0,0,172782.69,0,0,5,PLATINUM,597
1139,727,Spain,Female,57,1,109679.72,1,0,1,753.37,0,0,5,SILVER,841
1731,601,Spain,Female,44,4,0.0,2,1,0,58561.31,0,0,1,GOLD,281
628,649,France,Male,47,1,0.0,2,1,1,145593.85,0,0,4,GOLD,908
3112,698,France,Female,40,7,105061.74,3,1,0,107815.31,1,1,1,DIAMOND,448
5426,636,Spain,Female,36,1,0.0,1,1,0,43134.58,0,0,3,DIAMOND,783
5410,623,France,Female,28,4,0.0,2,1,0,41227.67,0,0,3,GOLD,297
4368,648,Germany,Male,33,5,138664.24,1,1,0,29076.27,0,0,1,PLATINUM,403
5395,589,Germany,Male,48,5,126111.61,1,0,1,133961.19,0,0,2,GOLD,249
140,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,0,5,PLATINUM,965
6095,600,Spain,Male,37,8,177657.35,1,1,1,77142.32,0,0,2,GOLD,224
4583,624,Spain,Female,38,8,0.0,2,1,0,95403.41,0,0,5,PLATINUM,735
2997,655,France,Female,26,7,106198.5,1,0,1,32020.42,0,0,3,DIAMOND,961
9756,648,Spain,Female,43,7,81153.82,1,1,1,144532.85,1,1,5,PLATINUM,890
8447,765,Spain,Female,33,5,84557.82,1,1,1,69039.43,0,0,1,PLATINUM,927
6450,834,France,Female,28,6,0.0,1,1,0,74287.53,0,0,2,PLATINUM,397
9918,652,Spain,Male,31,1,132862.59,1,0,0,158054.49,0,0,1,GOLD,921
9807,649,France,Female,36,8,0.0,2,0,1,109179.89,0,0,3,DIAMOND,674
9130,756,Germany,Female,39,5,149363.12,2,1,1,109098.39,0,0,2,DIAMOND,927
3356,687,Germany,Male,41,10,134318.21,2,1,1,198064.52,0,0,4,DIAMOND,402
2187,699,Spain,Male,34,8,0.0,1,1,1,76510.46,0,0,2,PLATINUM,403
6937,589,France,Female,50,4,0.0,2,0,1,182076.97,0,0,4,PLATINUM,441
6904,744,Germany,Male,29,6,123737.04,2,1,0,141558.04,0,0,3,DIAMOND,916
3524,763,France,Female,35,7,115651.6,2,1,1,104706.29,0,0,4,DIAMOND,231
4,850,Spain,Female,43,2,125510.82,1,1,1,79084.1,0,0,5,GOLD,425
7933,782,France,Female,70,7,97072.42,1,0,1,131177.22,0,0,3,GOLD,714
5968,526,France,Male,28,1,112070.44,1,0,1,126281.83,0,0,4,DIAMOND,486
8854,674,Spain,Female,39,6,0.0,2,1,1,9574.83,0,0,3,SILVER,629
1320,687,France,Female,47,7,0.0,2,1,1,177624.01,0,0,1,DIAMOND,517
7183,703,Spain,Male,36,7,135095.47,1,1,0,143859.66,0,0,2,SILVER,764
1454,521,Spain,Female,34,7,70731.07,1,1,1,20243.97,1,1,2,GOLD,773
6286,637,France,Female,41,9,0.0,2,1,0,145477.36,0,0,5,GOLD,624
3246,638,France,Male,57,6,0.0,1,1,0,33676.48,1,1,4,GOLD,523
7528,578,France,Male,46,5,113226.47,1,1,0,56770.76,0,0,4,PLATINUM,916
1832,620,France,Male,22,0,0.0,1,1,0,32589.45,0,0,3,GOLD,911
6260,666,France,Female,32,10,112536.57,2,1,1,34350.54,0,0,3,SILVER,281
8621,568,France,Male,33,7,0.0,2,1,0,143450.61,0,0,1,PLATINUM,392
1541,654,Germany,Male,37,5,112146.12,1,1,0,75927.35,0,0,3,GOLD,705
9731,607,Germany,Male,29,7,102609.0,1,1,0,163257.44,0,0,5,DIAMOND,800
2551,537,France,Female,53,3,0.0,1,1,1,91406.62,0,0,4,PLATINUM,238
4916,539,Spain,Female,39,6,62052.28,1,0,1,59755.14,0,0,4,GOLD,693
734,545,Germany,Female,60,7,128981.07,1,0,1,176924.21,1,1,5,GOLD,907
1494,449,France,Male,52,6,0.0,2,0,1,123622.0,0,0,3,PLATINUM,995
5243,780,Germany,Female,37,10,95196.26,1,1,0,126310.39,1,1,3,PLATINUM,834
8715,579,Germany,Male,41,0,141749.68,1,0,1,9201.53,0,0,2,PLATINUM,602
6567,662,Spain,Female,54,1,187997.15,1,0,0,111442.71,1,1,4,SILVER,857
6824,640,France,Male,38,9,0.0,2,1,0,88827.67,0,0,2,GOLD,812
3608,677,France,Female,36,7,0.0,1,1,0,47318.75,0,0,5,SILVER,784
2527,801,France,Male,42,6,0.0,2,1,1,95804.33,0,0,1,SILVER,361
3381,738,France,Male,49,6,106770.82,1,1,0,123499.27,0,0,1,PLATINUM,315
6804,692,France,Female,30,7,0.0,2,1,1,18826.34,0,0,3,DIAMOND,973
8596,709,France,Female,32,2,0.0,2,0,0,109681.29,0,0,5,DIAMOND,891
7570,697,France,Male,32,7,175464.85,3,1,0,116442.42,1,1,1,PLATINUM,594
3299,825,France,Male,34,9,0.0,2,1,1,31933.06,0,0,3,SILVER,941
6012,738,France,Female,26,3,0.0,2,1,0,67484.16,0,0,4,SILVER,656
741,546,France,Male,24,8,156325.38,1,1,1,125381.02,0,0,2,DIAMOND,494
9366,736,France,Female,36,6,0.0,1,1,0,70496.66,0,0,2,GOLD,978
6162,748,France,Male,34,5,84009.47,1,1,1,137001.1,0,0,4,SILVER,440
3696,595,France,Female,39,7,120962.13,1,0,0,23305.01,0,0,3,DIAMOND,359
5365,539,Spain,Male,39,2,0.0,2,1,1,48189.94,0,0,4,GOLD,457
9355,739,Spain,Female,40,8,0.0,1,1,0,167030.51,0,0,5,PLATINUM,836
4491,850,Germany,Male,61,3,141784.02,1,1,1,92053.75,0,0,1,SILVER,781
9901,706,Germany,Female,56,3,139603.22,1,1,1,86383.61,0,0,4,SILVER,560
1214,579,Spain,Male,33,6,0.0,1,1,0,94993.04,1,1,4,PLATINUM,266
8113,421,Spain,Male,34,6,90723.36,1,1,1,12162.76,0,0,5,GOLD,417
9678,635,Spain,Male,29,2,0.0,2,0,0,117173.8,0,0,1,GOLD,624
1144,765,Germany,Male,43,4,148962.76,1,0,1,173878.87,1,1,3,GOLD,873
2880,694,Germany,Female,37,8,98218.04,2,1,0,182354.46,1,1,3,GOLD,964
3853,654,Germany,Male,43,9,84673.17,2,0,1,82081.35,0,0,5,SILVER,531
7628,850,France,Male,28,8,99986.98,1,1,0,196582.55,0,0,3,PLATINUM,895
8299,598,Germany,Female,50,5,88379.81,3,0,1,64157.24,1,1,5,DIAMOND,746
8846,571,France,Female,53,2,0.0,2,1,0,28045.77,0,0,5,SILVER,266
3451,607,France,Female,21,0,0.0,2,1,0,116106.52,0,0,1,DIAMOND,324
1221,791,France,Male,37,2,163789.49,2,1,0,75832.53,0,0,3,GOLD,340
4502,698,Spain,Male,45,5,164450.94,1,1,0,141970.02,1,1,3,SILVER,347
5925,706,Germany,Female,39,8,112889.91,1,0,1,6723.66,0,0,5,DIAMOND,727
1077,658,France,Male,29,3,145512.84,1,1,0,20207.02,0,0,5,DIAMOND,783
2716,695,France,Male,45,3,0.0,2,1,1,30793.61,0,0,1,PLATINUM,364
4409,756,Germany,Male,41,6,149049.92,1,0,1,50422.36,1,1,4,DIAMOND,783
7136,826,France,Female,49,0,0.0,1,0,0,178709.98,1,1,4,SILVER,980
3861,780,France,Female,37,3,0.0,2,0,0,182156.81,1,1,4,PLATINUM,991
7683,660,Germany,Male,26,4,115021.76,1,0,1,162443.05,0,0,1,GOLD,573
9925,694,France,Female,38,5,195926.39,1,1,1,85522.84,0,0,1,DIAMOND,270
8680,747,France,Male,42,4,80214.36,1,1,0,115241.96,1,1,5,SILVER,387
5881,794,Spain,Male,31,0,144880.34,2,0,1,175643.44,0,0,3,PLATINUM,542
278,646,France,Male,35,6,84026.86,1,0,1,164255.69,0,0,3,SILVER,635
3258,698,Germany,Female,36,7,121263.62,1,1,1,13387.88,0,0,3,DIAMOND,233
7926,567,Spain,Female,54,5,92316.31,2,1,0,158590.66,1,1,1,DIAMOND,916
4844,670,Germany,Female,36,2,84266.44,2,0,0,38614.69,0,0,5,SILVER,508
1562,694,Germany,Male,31,6,109052.59,2,1,1,19448.93,1,1,4,DIAMOND,991
159,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,0,3,SILVER,662
6467,540,France,Female,31,7,0.0,1,0,1,183051.6,1,1,1,GOLD,457
2349,719,Germany,Female,42,5,137227.04,3,1,0,149097.38,1,1,5,PLATINUM,512
4786,577,France,Female,34,2,0.0,2,1,1,84033.35,0,0,5,PLATINUM,309
3775,528,Germany,Male,22,5,93547.23,2,0,1,961.57,0,0,4,DIAMOND,525
2902,691,France,Female,33,1,128306.83,1,1,1,113580.79,0,0,2,PLATINUM,459
5109,710,Spain,Female,28,6,0.0,1,1,0,48426.98,0,0,3,GOLD,406
8383,493,France,Female,36,5,148667.81,2,1,0,56092.51,0,0,4,DIAMOND,921
8407,726,France,Male,28,2,0.0,1,0,0,98060.51,0,0,1,SILVER,983
7954,743,France,Male,30,7,77599.23,1,0,0,144407.1,0,0,5,GOLD,682
3185,652,Germany,Female,45,9,110827.49,1,1,1,153383.54,1,1,3,PLATINUM,510
115,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,0,2,GOLD,736
1689,595,Spain,Male,35,8,0.0,1,1,0,100015.79,1,1,1,SILVER,645
1288,548,Spain,Male,39,7,131468.44,1,1,0,164975.82,0,0,1,DIAMOND,668
4763,752,France,Male,38,0,145974.79,2,1,1,137694.23,0,0,5,PLATINUM,884
997,587,Spain,Male,62,7,121286.27,1,0,1,6776.92,0,0,5,DIAMOND,500
3256,735,Spain,Male,38,7,86131.71,2,0,0,93478.96,0,0,5,PLATINUM,692
5155,713,France,Female,42,3,0.0,2,0,0,82565.01,0,0,2,SILVER,521
3711,762,Germany,Female,34,8,98592.88,1,0,1,191790.29,1,1,3,DIAMOND,279
9065,556,France,Female,30,7,0.0,2,1,1,186648.19,0,0,3,GOLD,356
8974,706,Spain,Female,43,1,0.0,2,1,0,31962.77,0,0,4,SILVER,994
7142,612,Spain,Female,63,2,131629.17,2,1,0,122109.58,1,1,4,SILVER,642
8442,598,France,Female,34,4,0.0,2,0,0,60894.26,0,0,4,SILVER,239
6888,618,France,Female,31,4,0.0,2,1,0,29176.04,0,0,1,DIAMOND,690
1074,535,France,Female,31,7,111855.04,2,1,1,36278.89,0,0,1,DIAMOND,467
8504,624,France,Male,42,3,145155.37,1,1,0,72169.95,1,1,2,PLATINUM,833
1697,683,France,Male,30,8,110829.52,2,0,0,24938.84,0,0,2,PLATINUM,698
